fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,colour
4.8,0.65,0.12,0.09531017980432493,0.013,1.3862943611198906,10,0.99246,3.32,0.36,13.5,4,White
6.1,0.22,0.38,1.0296194171811581,0.144,2.4849066497880004,65,0.9908,2.95,0.64,11.4,6,White
5.8,0.27,0.26,1.252762968495368,0.071,3.258096538021482,69,0.98994,3.1,0.38,11.5,6,White
5,0.455,0.18,0.6418538861723947,0.036,3.4965075614664802,106,0.98746,3.21,0.83,14,7,White
6.5,0.33,0.3,1.33500106673234,0.036,3.5263605246161616,88,0.99028,3.25,0.63,12.5,7,White
6.5,0.33,0.3,1.33500106673234,0.036,3.5263605246161616,88,0.99028,3.25,0.63,12.5,7,White
6.7,0.31,0.3,0.8754687373538999,0.038,3.4011973816621555,83,0.98867,3.09,0.36,12.8,7,White
6.2,0.39,0.24,1.5686159179138452,0.037,3.8066624897703196,138,0.99174,3.23,0.43,11.2,7,White
6.2,0.39,0.24,1.5686159179138452,0.037,3.8066624897703196,138,0.99174,3.23,0.43,11.2,7,White
7.1,0.37,0.3,1.824549292051046,0.04,3.8918202981106265,139,0.99021,3.17,0.27,13.6,6,White
7.2,0.23,0.82,0.26236426446749106,0.149,4.248495242049359,109,0.99304,2.93,0.42,9.2,6,White
6.5,0.33,0.3,1.33500106673234,0.036,3.5263605246161616,88,0.99028,3.25,0.63,12.5,7,White
7.2,0.25,0.32,0.4054651081081644,0.054,3.1780538303479458,105,0.99154,3.17,0.48,11.1,6,White
6.2,0.39,0.24,1.5686159179138452,0.037,3.8066624897703196,138,0.99174,3.23,0.43,11.2,7,White
4.7,0.455,0.18,0.6418538861723947,0.036,3.4965075614664802,106,0.98746,3.21,0.83,14,7,White
7.1,0.37,0.3,1.824549292051046,0.04,3.8918202981106265,139,0.99021,3.17,0.27,13.6,6,White
6.2,0.28,0.51,2.066862759472976,0.056,3.8918202981106265,206,0.9956,3.18,0.52,9.4,5,White
6.4,0.35,0.28,0.47000362924573563,0.037,3.4339872044851463,113,0.98779,3.12,0.4,14.2,7,White
6.6,0.31,0.28,0.3364722366212129,0.035,3.332204510175204,107,0.98836,3,0.4,13.2,6,White
7.4,0.25,0.37,0.9555114450274363,0.05,3.1780538303479458,132,0.99138,3.04,0.53,11.2,6,White
7.3,0.36,0.34,2.6946271807700692,0.057,3.828641396489095,173,0.99751,3.14,0.57,10.2,5,White
6.7,0.31,0.3,0.8754687373538999,0.038,3.4011973816621555,83,0.98867,3.09,0.36,12.8,7,White
8.6,0.31,0.3,-0.10536051565782628,0.045,2.772588722239781,109,0.99249,2.95,0.39,10.1,5,White
8.6,0.31,0.3,-0.10536051565782628,0.045,2.772588722239781,109,0.99249,2.95,0.39,10.1,5,White
8.6,0.22,0.33,0.1823215567939546,0.031,3.6375861597263857,95,0.99239,2.83,0.31,10.3,5,White
6.9,0.14,0.29,2.2925347571405443,0.056,3.4011973816621555,91,0.99512,3.19,0.33,9.9,6,White
6.5,0.22,0.31,1.3609765531356006,0.046,2.833213344056216,106,0.99098,3.15,0.31,11.5,5,White
6.6,0.32,0.47,2.747270914255491,0.063,3.295836866004329,173,0.99872,3.18,0.56,9,5,White
6.6,0.32,0.47,2.747270914255491,0.063,3.295836866004329,173,0.99872,3.18,0.56,9,5,White
6.1,0.28,0.26,0.4054651081081644,0.03,3.2188758248682006,101,0.98894,3.03,0.41,12.1,6,White
6.2,0.3,0.28,0.47000362924573563,0.036,3.332204510175204,106,0.988245,3.14,0.41,13.3,6,White
6.9,0.22,0.28,2.0541237336955462,0.05,3.7612001156935624,116,0.99326,3.22,0.6,11.5,8,White
8.7,0.31,0.21,1.7227665977411035,0.039,3.332204510175204,67,0.99328,2.96,0.52,11,4,White
7.3,0.27,0.3,0.26236426446749106,0.04,3.258096538021482,84,0.99222,3.28,0.53,10.7,6,White
7,0.46,0.2,2.8154087194227095,0.046,3.912023005428146,184,0.99898,3.08,0.56,9.4,5,White
5.7,0.23,0.25,2.0731719286662407,0.042,2.772588722239781,108,0.99486,3.44,0.61,10.3,6,White
6.5,0.36,0.36,1.9021075263969205,0.185,3.9415818076696905,151,0.99528,3.17,0.42,9.3,5,White
8.2,0.18,0.38,0.09531017980432493,0.04,3.713572066704308,92,0.99062,2.88,0.6,12,6,White
6.2,0.27,0.32,1.840549633397487,0.048,3.8501476017100584,159,0.99282,3.21,0.6,11,6,White
6.9,0.4,0.37,2.186051276738094,0.053,3.58351893845611,148,0.996,3.16,0.5,9.3,5,White
4.9,0.345,0.34,0,0.068,3.4657359027997265,143,0.99138,3.24,0.4,10.1,5,White
7.2,0.23,0.39,0.4054651081081644,0.053,3.258096538021482,106,0.99166,3.18,0.47,11.1,6,White
6.4,0.2,0.15,1.8870696490323797,0.046,3.258096538021482,113,0.99408,2.99,0.58,9.9,6,White
6.1,0.27,0.32,1.824549292051046,0.048,3.8501476017100584,161,0.99281,3.22,0.6,11,6,White
6.2,0.27,0.32,1.840549633397487,0.048,3.8501476017100584,159,0.99282,3.21,0.6,11,6,White
6,0.3,0.33,0.7419373447293773,0.042,3.4339872044851463,127,0.98964,3.32,0.42,12.5,6,White
6.1,0.3,0.32,0.7884573603642703,0.042,3.713572066704308,142,0.98952,3.31,0.44,12.7,7,White
5.7,0.14,0.3,1.6863989535702288,0.045,3.258096538021482,105,0.99469,3.32,0.45,9.3,5,White
6.9,0.4,0.37,2.186051276738094,0.053,3.58351893845611,148,0.996,3.16,0.5,9.3,5,White
4.9,0.345,0.34,0,0.068,3.4657359027997265,143,0.99138,3.24,0.4,10.1,5,White
6.3,0.33,0.2,2.884800712846709,0.066,3.58351893845611,161,0.9991,3.14,0.51,8.8,5,White
7,0.16,0.3,0.9555114450274363,0.043,3.5263605246161616,90,0.99047,2.88,0.47,11.2,6,White
8.4,0.22,0.3,0.26236426446749106,0.038,3.8066624897703196,122,0.99178,3.13,0.54,10.8,7,White
6.3,0.33,0.2,2.884800712846709,0.066,3.58351893845611,161,0.9991,3.14,0.51,8.8,5,White
7,0.16,0.3,0.9555114450274363,0.043,3.5263605246161616,90,0.99047,2.88,0.47,11.2,6,White
5.4,0.24,0.18,0.8329091229351039,0.05,3.091042453358316,145,0.99207,3.24,0.46,10.3,5,White
7.7,0.31,0.36,1.4586150226995167,0.026,2.70805020110221,87,0.99152,3.11,0.48,12,5,White
5.6,0.185,0.19,1.9600947840472698,0.048,3.58351893845611,110,0.99438,3.26,0.41,9.5,6,White
5.6,0.185,0.19,1.9600947840472698,0.048,3.58351893845611,110,0.99438,3.26,0.41,9.5,6,White
6.6,0.43,0.24,2.4765384001174837,0.04,3.9889840465642745,159,0.99622,3.14,0.54,9.8,6,White
7.6,0.39,0.46,2.4595888418037104,0.084,4.007333185232471,170,0.99773,2.91,0.51,9,5,White
7.2,0.58,0.27,1.7578579175523736,0.032,3.6888794541139363,118,0.99088,3.17,0.53,13,7,White
6,0.34,0.32,1.33500106673234,0.044,2.5649493574615367,116,0.99108,3.39,0.44,11.8,7,White
7.5,0.35,0.48,2.517696472610991,0.056,4.110873864173311,176.5,0.99803,2.97,0.52,8.8,5,White
7.3,0.38,0.23,1.8718021769015913,0.05,2.8903717578961645,102,0.99304,3.1,0.55,11.2,4,White
5.4,0.185,0.19,1.9600947840472698,0.048,3.58351893845611,110,0.99438,3.26,0.41,9.5,6,White
6.3,0.27,0.51,2.028148247292285,0.049,3.5553480614894135,200,0.99548,3.16,0.54,9.4,4,White
6.5,0.29,0.52,2.066862759472976,0.049,3.5553480614894135,192,0.99551,3.16,0.51,9.5,6,White
6.4,0.17,0.3,1.0296194171811581,0.034,3.4965075614664802,125,0.99152,3.03,0.49,10.4,6,White
6.7,0.18,0.31,2.3608540011180215,0.035,3.7376696182833684,143,0.99572,3.08,0.49,9.8,7,White
6.4,0.17,0.3,1.0296194171811581,0.034,3.4965075614664802,125,0.99152,3.03,0.49,10.4,6,White
6.8,0.37,0.67,0.4054651081081644,0.175,2.772588722239781,98,0.99244,3.06,0.56,10.3,6,White
6.3,0.27,0.51,2.028148247292285,0.049,3.5553480614894135,200,0.99548,3.16,0.54,9.4,4,White
6.5,0.29,0.52,2.066862759472976,0.049,3.5553480614894135,192,0.99551,3.16,0.51,9.5,6,White
6.1,0.24,0.26,0.5306282510621704,0.033,4.110873864173311,134,0.9903,3.19,0.81,11.9,7,White
7,0.32,0.29,2.028148247292285,0.025,3.5553480614894135,124,0.99162,3.15,0.65,12.8,7,White
6.9,0.27,0.25,2.0149030205422647,0.03,2.8903717578961645,117,0.99116,3.09,0.38,13,6,White
6.5,0.29,0.53,0.5306282510621704,0.04,3.713572066704308,192,0.9922,3.26,0.59,10.4,7,White
6.5,0.29,0.52,0.5306282510621704,0.034,3.713572066704308,193,0.99223,3.25,0.59,10.4,6,White
6.1,0.22,0.25,2.4932054526026954,0.035,3.9889840465642745,135,0.99481,3.21,0.4,10.7,5,White
6.3,0.22,0.27,1.5040773967762742,0.036,4.394449154672439,157,0.9928,3.05,0.76,10.7,7,White
6.1,0.24,0.26,0.5306282510621704,0.033,4.110873864173311,134,0.9903,3.19,0.81,11.9,7,White
5.6,0.23,0.25,2.0794415416798357,0.043,3.4339872044851463,101,0.99429,3.19,0.42,10.4,6,White
7,0.32,0.29,2.028148247292285,0.025,3.5553480614894135,124,0.99162,3.15,0.65,12.8,7,White
6.8,0.11,0.27,2.151762203259462,0.044,3.8066624897703196,104,0.99454,3.2,0.37,9.9,6,White
6.8,0.11,0.27,2.151762203259462,0.044,3.8066624897703196,104,0.99454,3.2,0.37,9.9,6,White
7.3,0.23,0.41,2.681021528714291,0.048,4.290459441148391,223,0.99863,3.16,0.71,9.4,6,White
6.1,0.2,0.17,0.47000362924573563,0.048,3.828641396489095,129,0.991,3.3,0.43,11.4,6,White
6.8,0.11,0.27,2.151762203259462,0.044,3.8066624897703196,104,0.99454,3.2,0.37,9.9,6,White
7.3,0.23,0.41,2.681021528714291,0.048,4.290459441148391,223,0.99863,3.16,0.71,9.4,6,White
6.9,0.2,0.41,0.09531017980432493,0.06,3.58351893845611,104,0.99317,2.99,0.39,9.2,5,White
6.7,0.19,0.32,1.308332819650179,0.041,3.258096538021482,76,0.99173,2.9,0.57,10.5,7,White
6.7,0.28,0.34,2.186051276738094,0.048,3.4657359027997265,111,0.99455,3.25,0.54,11,7,White
6.7,0.28,0.34,2.186051276738094,0.048,3.4657359027997265,111,0.99455,3.25,0.54,11,7,White
8,0.37,0.31,1.547562508716013,0.038,1.0986122886681098,127,0.99186,2.9,0.72,12.1,5,White
6.7,0.28,0.34,2.186051276738094,0.048,3.4657359027997265,111,0.99455,3.25,0.54,11,7,White
6,0.26,0.29,1.1314021114911006,0.041,3.6109179126442243,144,0.98944,3.22,0.39,12.8,7,White
6.4,0.24,0.49,1.7578579175523736,0.053,3.2188758248682006,120,0.9942,3.01,0.98,10.5,6,White
6.4,0.24,0.49,1.7578579175523736,0.053,3.2188758248682006,120,0.9942,3.01,0.98,10.5,6,White
6.4,0.24,0.49,1.7578579175523736,0.053,3.2188758248682006,120,0.9942,3.01,0.98,10.5,6,White
6.4,0.25,0.57,0,0.062,3.044522437723423,122,0.99238,3,0.4,9.5,5,White
6.1,0.25,0.48,2.760009940032921,0.052,3.2188758248682006,94,0.99782,3.07,0.45,9.2,6,White
6.8,0.14,0.35,0.4054651081081644,0.047,3.6888794541139363,117,0.99111,3.07,0.72,11.1,6,White
6.5,0.38,0.26,1.6486586255873816,0.042,3.4965075614664802,112,0.99067,3.06,0.5,12.3,7,White
6.8,0.14,0.35,0.4054651081081644,0.047,3.6888794541139363,117,0.99111,3.07,0.72,11.1,6,White
5.4,0.15,0.32,0.9162907318741551,0.037,2.302585092994046,51,0.98878,3.04,0.58,12.6,6,White
6.4,0.25,0.57,0,0.062,3.044522437723423,122,0.99238,3,0.4,9.5,5,White
6.1,0.25,0.48,2.760009940032921,0.052,3.2188758248682006,94,0.99782,3.07,0.45,9.2,6,White
6.8,0.22,0.32,1.7749523509116738,0.054,3.6888794541139363,152,0.9938,3.2,0.57,10.8,6,White
7.2,0.21,0.29,1.1314021114911006,0.044,3.6635616461296463,122,0.99143,3,0.6,11.3,6,White
6,0.26,0.29,1.1314021114911006,0.041,3.6109179126442243,144,0.98944,3.22,0.39,12.8,7,White
6.4,0.24,0.49,1.7578579175523736,0.053,3.2188758248682006,120,0.9942,3.01,0.98,10.5,6,White
6.5,0.46,0.24,2.4423470353692043,0.051,4.02535169073515,171,0.99588,3.08,0.56,9.8,6,White
6.5,0.18,0.48,2.8903717578961645,0.054,4.02535169073515,183,1.00038,2.98,0.61,8.5,6,White
6.2,0.32,0.12,1.5686159179138452,0.054,1.791759469228055,97,0.99424,3.16,0.5,9.3,5,White
7.2,0.4,0.24,2.1400661634962708,0.055,3.8066624897703196,151,0.99626,3.2,0.52,9.2,5,White
5.9,0.23,0.24,0.47000362924573563,0.037,3.4657359027997265,115,0.99076,3.21,0.51,11.4,6,White
6.4,0.18,0.48,2.8903717578961645,0.054,4.02535169073515,183,1.00038,2.98,0.61,8.5,6,White
6.2,0.32,0.12,1.5686159179138452,0.054,1.791759469228055,97,0.99424,3.16,0.5,9.3,5,White
6.4,0.37,0.12,1.7749523509116738,0.056,1.791759469228055,91,0.99536,3.06,0.46,8.4,4,White
7,0.23,0.42,0.09531017980432493,0.062,3.5553480614894135,100,0.99318,3.04,0.4,9.2,5,White
7.2,0.4,0.24,2.1400661634962708,0.055,3.8066624897703196,151,0.99626,3.2,0.52,9.2,5,White
7.6,0.19,0.37,2.5726122302071057,0.033,3.9512437185814275,151,0.99726,3.18,0.79,10.4,6,White
6,0.28,0.27,1.410986973710262,0.046,3.912023005428146,147,0.99126,3.27,0.56,11.6,6,White
6.2,0.32,0.45,1.0647107369924282,0.029,3.6109179126442243,94,0.98998,3.25,0.6,12.4,6,White
7.6,0.19,0.37,2.5726122302071057,0.033,3.9512437185814275,151,0.99726,3.18,0.79,10.4,6,White
6.4,0.26,0.26,0.09531017980432493,0.052,3.091042453358316,176,0.99304,3.09,0.54,9.3,5,White
5.9,0.25,0.27,0.4054651081081644,0.029,3.6109179126442243,81,0.9892,3.2,0.46,12.2,6,White
6.1,0.28,0.3,2.0476928433652555,0.031,3.4965075614664802,139,0.99296,3.22,0.46,11,6,White
6.9,0.19,0.38,0.13976194237515863,0.023,3.4011973816621555,105,0.99047,3.11,0.38,11.4,5,White
6.4,0.29,0.57,0,0.06,2.70805020110221,120,0.9924,3.06,0.41,9.5,5,White
6.8,0.27,0.22,2.8791984572980396,0.034,2.772588722239781,116,0.9989,3.07,0.53,9.2,5,White
7.5,0.26,0.38,1.7404661748405046,0.021,3.1354942159291497,125,0.99338,3.13,0.62,11.1,6,White
6.8,0.27,0.22,2.8791984572980396,0.034,2.772588722239781,116,0.9989,3.07,0.53,9.2,5,White
6.4,0.2,0.22,2.0014800002101243,0.032,3.970291913552122,172,0.99404,3.24,0.58,11,6,White
7.3,0.33,0.22,0.3364722366212129,0.041,3.6888794541139363,177,0.99287,3.14,0.48,9.9,5,White
7.3,0.34,0.22,0.3364722366212129,0.044,3.7612001156935624,176,0.99286,3.14,0.46,9.9,5,White
6.4,0.29,0.57,0,0.06,2.70805020110221,120,0.9924,3.06,0.41,9.5,5,White
6.1,1.1,0.16,1.4816045409242156,0.033,2.0794415416798357,109,0.99058,3.35,0.47,12.4,4,White
6.3,0.24,0.29,0.47000362924573563,0.052,3.871201010907891,185,0.9934,3.21,0.5,9.4,5,White
6.2,0.24,0.22,2.066862759472976,0.053,3.8066624897703196,149,0.99545,3.23,0.52,9.3,5,White
7.4,0.16,0.27,2.740840023925201,0.05,3.2188758248682006,135,0.9984,2.9,0.43,8.7,7,White
7.4,0.16,0.27,2.740840023925201,0.05,3.2188758248682006,135,0.9984,2.9,0.43,8.7,7,White
7.4,0.16,0.27,2.740840023925201,0.05,3.2188758248682006,135,0.9984,2.9,0.43,8.7,7,White
7.4,0.16,0.27,2.740840023925201,0.05,3.2188758248682006,135,0.9984,2.9,0.43,8.7,7,White
7.2,0.17,0.28,2.865053949911875,0.05,3.4965075614664802,154,0.99971,2.94,0.43,9,7,White
6.9,0.19,0.35,2.6026896854443837,0.038,3.8918202981106265,118,0.99546,3,0.63,10.7,6,White
6.9,0.19,0.35,2.6026896854443837,0.038,3.8918202981106265,118,0.99546,3,0.63,10.7,6,White
6.8,0.16,0.36,0.26236426446749106,0.034,3.4657359027997265,98,0.99058,3.02,0.58,11.3,6,White
7.4,0.16,0.27,2.740840023925201,0.05,3.2188758248682006,135,0.9984,2.9,0.43,8.7,7,White
6.8,0.3,0.27,2.451005098112319,0.028,3.091042453358316,97,0.99314,2.96,0.38,11.7,6,White
6.2,0.24,0.22,2.066862759472976,0.053,3.8066624897703196,149,0.99545,3.23,0.52,9.3,5,White
7.4,0.16,0.27,2.740840023925201,0.05,3.2188758248682006,135,0.9984,2.9,0.43,8.7,7,White
7.2,0.17,0.28,2.865053949911875,0.05,3.4965075614664802,154,0.99971,2.94,0.43,9,7,White
6.8,0.3,0.27,2.451005098112319,0.028,3.091042453358316,97,0.99314,2.96,0.38,11.7,6,White
6.5,0.43,0.18,2.5764217586237734,0.032,3.2188758248682006,131,0.99565,3.23,0.51,10.7,5,White
6.6,0.17,0.36,0.6418538861723947,0.036,3.6375861597263857,110,0.99056,3.05,0.54,11.4,6,White
6.9,0.19,0.35,2.6026896854443837,0.038,3.8918202981106265,118,0.99546,3,0.63,10.7,6,White
6.8,0.16,0.36,0.26236426446749106,0.034,3.4657359027997265,98,0.99058,3.02,0.58,11.3,6,White
6.4,0.41,0.01,1.8082887711792655,0.048,2.995732273553991,70,0.99362,3.19,0.42,10,5,White
6.4,0.41,0.01,1.8082887711792655,0.048,2.995732273553991,70,0.99362,3.19,0.42,10,5,White
7.4,0.36,0.32,0.6418538861723947,0.036,3.295836866004329,119,0.99196,3.15,0.49,11.2,6,White
6.1,0.17,0.21,0.6418538861723947,0.09,3.784189633918261,130,0.99255,3.07,0.41,9.7,5,White
5.5,0.28,0.21,0.47000362924573563,0.032,3.1354942159291497,85,0.99027,3.42,0.42,12.5,5,White
6.6,0.5,0.26,2.424802725718295,0.029,3.4657359027997265,110,0.99302,3.27,0.78,12.9,8,White
7.1,0.44,0.27,2.128231705849268,0.057,4.0943445622221,160,0.99257,3.16,0.36,11.8,6,White
6.9,0.38,0.28,2.1162555148025524,0.062,3.091042453358316,166,0.99505999999999994,3.16,0.72,10.6,5,White
7.1,0.44,0.27,2.128231705849268,0.057,4.0943445622221,160,0.99257,3.16,0.36,11.8,6,White
6.2,0.24,0.28,2.501435951739211,0.049,3.9889840465642745,133,0.9952,3.19,0.37,10.7,6,White
6.1,0.28,0.27,2.0794415416798357,0.048,3.713572066704308,162,0.99498,3.21,0.51,9.9,5,White
7.6,0.26,0.32,0.26236426446749106,0.048,3.1354942159291497,76,0.9903,2.96,0.46,12,6,White
7.5,0.16,0.38,2.5416019934645457,0.043,4.255612709818223,163,0.99706,3.15,0.82,10.4,7,White
6.5,0.36,0.16,0.26236426446749106,0.054,2.3978952727983707,107,0.99398,3.19,0.39,8.5,5,White
6.6,0.35,0.19,2.3513752571634776,0.06,2.70805020110221,82,0.99588,3.13,0.38,9.9,4,White
5.7,0.25,0.26,2.5257286443082556,0.049,3.960813169597578,120,0.99691,3.08,0.45,9.4,6,White
7.4,0.37,0.26,2.2617630984737906,0.05,3.4965075614664802,134,0.99608,3.13,0.46,10.4,5,White
5.7,0.25,0.21,0.4054651081081644,0.044,3.044522437723423,108,0.99142,3.3,0.59,11,6,White
5.8,0.23,0.21,0.4054651081081644,0.044,3.044522437723423,110,0.99138,3.3,0.57,11,6,White
5.4,0.265,0.28,2.0541237336955462,0.052,3.295836866004329,91,0.99432,3.19,0.38,10.4,6,White
5.7,0.25,0.27,2.379546134130174,0.05,4.060443010546419,116,0.99592,3.1,0.5,9.8,6,White
5.7,0.25,0.26,2.5257286443082556,0.049,3.960813169597578,106,0.99691,3.08,0.45,9.4,6,White
5.9,0.23,0.28,2.151762203259462,0.046,3.6109179126442243,142,0.99432,3.23,0.53,10.6,6,White
6.2,0.3,0.32,0.1823215567939546,0.052,3.4657359027997265,185,0.99266,3.28,0.44,10.1,5,White
6.5,0.33,0.24,2.6741486494265287,0.048,2.995732273553991,96,0.99456,3.06,0.3,11.5,8,White
7.4,0.26,0.29,1.308332819650179,0.048,2.6390573296152584,73,0.9915,3.06,0.45,11.4,6,White
7,0.2,0.4,0.09531017980432493,0.058,3.4011973816621555,93,0.99322,3.03,0.38,9.2,6,White
6.5,0.21,0.42,0.09531017980432493,0.059,3.4965075614664802,101,0.9927,3.12,0.38,9.7,6,White
7.3,0.25,0.27,1.33500106673234,0.047,2.772588722239781,79,0.99173,3.07,0.46,11.3,6,White
6.8,0.27,0.24,1.5260563034950492,0.098,3.58351893845611,127,0.99412,3.15,0.49,9.6,6,White
6.7,0.24,0.3,2.3223877202902252,0.07,3.784189633918261,179,0.99666,2.86,0.46,8.9,6,White
6.4,0.14,0.28,2.066862759472976,0.057,3.044522437723423,82,0.99425,3.26,0.36,10,6,White
6.4,0.5,0.2,0.8754687373538999,0.059,2.9444389791664403,112,0.99314,3.18,0.4,9.2,6,White
6.6,0.41,0.27,2.3702437414678603,0.11,2.995732273553991,103,0.99672,3.08,0.41,9,6,White
6.4,0.25,0.28,1.589235205116581,0.03,3.367295829986474,98,0.99024,3.09,0.58,12.8,7,White
6.6,0.41,0.27,2.3702437414678603,0.11,2.995732273553991,103,0.99672,3.08,0.41,9,6,White
8,0.25,0.35,0.09531017980432493,0.054,2.5649493574615367,136,0.99366,3.08,0.55,9.5,5,White
6.4,0.14,0.28,2.066862759472976,0.057,3.044522437723423,82,0.99425,3.26,0.36,10,6,White
6.6,0.21,0.34,1.7227665977411035,0.046,3.4011973816621555,140,0.99299,3.22,0.38,11,5,White
6.4,0.5,0.2,0.8754687373538999,0.059,2.9444389791664403,112,0.99314,3.18,0.4,9.2,6,White
6.3,0.29,0.23,2.653241964607215,0.037,3.1780538303479458,99,0.99528,3.08,0.38,10.6,6,White
6.9,0.37,0.23,2.2512917986064953,0.057,3.9889840465642745,166,0.99568,3.23,0.42,10,5,White
6.9,0.37,0.23,2.2512917986064953,0.057,3.9889840465642745,166,0.99568,3.23,0.42,10,5,White
5.7,0.31,0.28,1.410986973710262,0.03,3.091042453358316,86,0.99062,3.31,0.38,11.7,7,White
6.9,0.45,0.27,1.547562508716013,0.035,2.833213344056216,80,0.99058,3.12,0.36,12.5,7,White
6.9,0.3,0.45,0.3364722366212129,0.039,3.58351893845611,122,0.99059,3.07,0.47,11.1,7,White
5.3,0.23,0.56,-0.10536051565782628,0.041,3.828641396489095,141,0.99119,3.16,0.62,9.7,5,White
6.8,0.3,0.26,3.0106208860477417,0.037,3.8066624897703196,150,0.99727,3.04,0.38,12.3,6,White
6.7,0.28,0.42,1.252762968495368,0.035,3.7612001156935624,105,0.99021,3.18,0.38,12.2,6,White
5,0.255,0.22,0.9932517730102834,0.043,3.828641396489095,153,0.99238,3.75,0.76,11.3,6,White
7.6,0.4,0.27,0.1823215567939546,0.053,3.1354942159291497,193,0.99164,3.22,0.38,11.6,5,White
5.5,0.21,0.25,0.1823215567939546,0.04,2.8903717578961645,75,0.99006,3.31,0.56,11.3,6,White
6,0.2,0.25,0.6931471805599453,0.041,3.4011973816621555,95,0.99078,3.27,0.56,11.1,6,White
6.1,0.17,0.29,0.09531017980432493,0.041,3.4657359027997265,92,0.99036,3.26,0.57,11.2,6,White
7.5,0.21,0.29,0.4054651081081644,0.046,3.5553480614894135,107,0.99123000000000006,3.15,0.45,11.3,6,White
7.3,0.26,0.32,0.1823215567939546,0.041,3.367295829986474,94,0.98978,3.07,0.45,12,6,White
6.2,0.35,0.2,2.89591193827178,0.069,3.4965075614664802,158,0.99908,3.15,0.5,8.8,6,White
6.2,0.35,0.2,2.89591193827178,0.069,3.4965075614664802,158,0.99908,3.15,0.5,8.8,6,White
6.5,0.43,0.31,1.2809338454620642,0.046,2.9444389791664403,143,0.99022,3.15,0.34,12,8,White
6.5,0.4,0.31,1.252762968495368,0.046,3.091042453358316,147,0.99024,3.15,0.31,12,7,White
7.4,0.28,0.5,2.4932054526026954,0.049,3.871201010907891,122,0.9973,3.01,0.44,9,5,White
6.3,0.23,0.22,2.859339648648436,0.054,3.7376696182833684,151,0.99853,3.12,0.6,9.3,6,White
6.2,0.34,0.25,2.4932054526026954,0.059,3.4965075614664802,171,0.99769,3.14,0.56,8.7,6,White
6.6,0.44,0.32,1.0986122886681098,0.095,2.5649493574615367,75,0.98954,3.1,0.63,12.8,6,White
6,0.13,0.36,0.47000362924573563,0.052,3.1354942159291497,72,0.98974,3.1,0.5,11.5,7,White
6.3,0.17,0.23,1.7404661748405046,0.048,3.784189633918261,147,0.99382,3.08,0.54,10,5,White
6.3,0.18,0.22,1.7227665977411035,0.047,3.8066624897703196,147,0.99383,3.09,0.54,10,5,White
6.7,0.31,0.34,1.916922612182061,0.059,3.9318256327243257,215,0.99538,3.33,0.56,10.3,5,White
6.6,0.33,0.32,2.747270914255491,0.054,4.127134385045092,227,0.99734,3.25,0.56,10.4,5,White
6.3,0.34,0.31,1.791759469228055,0.02,2.8903717578961645,68,0.98981,3.22,0.29,13.4,7,White
6.8,0.29,0.32,0.5877866649021191,0.032,2.8903717578961645,130,0.99095,3.05,0.62,11.2,6,White
7.4,0.31,0.26,2.151762203259462,0.048,3.8501476017100584,206,0.9964,3.26,0.36,9.1,5,White
7.4,0.31,0.26,2.151762203259462,0.048,3.8501476017100584,206,0.9964,3.26,0.36,9.1,5,White
5.7,0.25,0.27,2.4423470353692043,0.04,3.1780538303479458,120,0.99411,3.33,0.31,10.8,6,White
6.8,0.27,0.28,2.0541237336955462,0.038,3.258096538021482,89,0.9915,3.24,0.34,12.5,6,White
5.9,0.26,0.24,0.8754687373538999,0.046,3.295836866004329,132,0.99234,3.63,0.73,11.3,5,White
5.9,0.65,0.23,1.6094379124341003,0.035,2.995732273553991,128,0.99016,3.46,0.48,12.8,6,White
7.4,0.31,0.26,2.151762203259462,0.048,3.8501476017100584,206,0.9964,3.26,0.36,9.1,5,White
6.6,0.23,0.32,0.4054651081081644,0.041,2.0794415416798357,72,0.98949,3.22,0.39,12.7,6,White
6.8,0.18,0.35,1.6863989535702288,0.054,3.970291913552122,143,0.99287,3.1,0.54,11,7,White
6.8,0.28,0.29,2.4765384001174837,0.052,3.9318256327243257,149,0.99544,3.02,0.58,10.4,6,White
6.8,0.28,0.29,2.4765384001174837,0.052,3.9318256327243257,149,0.99544,3.02,0.58,10.4,6,White
5.9,0.27,0.27,2.1972245773362196,0.051,3.7612001156935624,136,0.9941,3.25,0.53,10.7,6,White
6.1,0.25,0.28,2.302585092994046,0.055,4.02535169073515,131,0.994,3.22,0.35,10.9,6,White
6.8,0.28,0.29,2.4765384001174837,0.052,3.9318256327243257,149,0.99544,3.02,0.58,10.4,6,White
6.8,0.26,0.29,2.4765384001174837,0.052,3.9889840465642745,160,0.99546,3.03,0.58,10.4,6,White
7.1,0.13,0.29,2.740840023925201,0.064,4.02535169073515,115.5,0.99737,3.16,0.41,9.7,7,White
6.8,0.18,0.35,1.6863989535702288,0.054,3.970291913552122,143,0.99287,3.1,0.54,11,7,White
6.2,0.2,0.25,2.70805020110221,0.055,2.0794415416798357,120,0.99767,3.19,0.53,9.6,6,White
5.8,0.24,0.28,0.3364722366212129,0.038,3.6888794541139363,76,0.98711,3.1,0.29,13.9,7,White
7.6,0.48,0.31,2.2407096892759584,0.046,1.791759469228055,194,0.99714,3.07,0.61,9.4,5,White
