fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,pH,sulphates,alcohol,quality,cluster
6.4,0.25,0.33,0.5306282510621704,-3.2968373663379125,35,113,3.23,-0.4155154439616658,10.6,6,3
5.8,0.19,0.33,1.4350845252893227,-3.270169119255751,49,133,3.16,-0.8675005677047231,11.3,7,2
6.9,0.24,0.4,2.7343675094195836,-2.9565115604007097,81,198,3.2,-0.37106368139083207,9.4,5,4
6.5,0.31,0.61,2.5649493574615367,-2.9374633654300153,31,123,3.09,-0.6931471805599453,9.3,6,4
6.6,0.25,0.32,1.7227665977411035,-3.2441936328524905,15,68,2.96,-0.6539264674066639,11.1,6,1
7.5,0.38,0.56,2.272125885509337,-2.900422093749666,15,170,3.13,-0.4307829160924542,9.9,6,4
6.2,0.3,0.3,0.9162907318741551,-3.1941832122778293,29,82,3.31,-0.4942963218147801,11.8,7,2
6.4,0.33,0.28,1.3862943611198906,-3.2188758248682006,24,81,3.26,-0.4462871026284195,12.6,7,2
6.9,0.24,0.4,2.7343675094195836,-2.9565115604007097,81,198,3.2,-0.37106368139083207,9.4,5,4
7.6,0.27,0.32,0.1823215567939546,-3.146555163288575,23,72,3.06,-0.3856624808119846,10.5,5,1
5.9,0.24,0.34,0.6931471805599453,-3.2968373663379125,40,108,3.19,-0.6931471805599453,12.3,6,2
5.3,0.33,0.3,0.1823215567939546,-3.036554268074246,25,119,3.32,-0.4780358009429998,11.3,6,3
6.4,0.21,0.21,1.62924053973028,-2.333044300478754,21,105,3.07,-0.7765287894989963,9.6,5,1
7,0.22,0.3,0.3364722366212129,-3.2188758248682006,14,63,3.2,-1.1086626245216111,12,6,1
7.8,0.27,0.35,0.1823215567939546,-2.995732273553991,36,140,3.09,-0.7985076962177716,11.2,5,1
6.7,0.2,0.24,1.8718021769015913,-3.123565645063876,28,100,3.12,-1.1086626245216111,10.2,6,1
8.1,0.27,0.33,0.26236426446749106,-3.101092789211817,26,100,2.98,-0.8209805520698302,12.4,6,1
6.7,0.2,0.24,1.8718021769015913,-3.123565645063876,28,100,3.12,-1.1086626245216111,10.2,6,1
7.1,0.45,0.24,0.9932517730102834,-3.2188758248682006,24,87,2.94,-0.9675840262617056,13.4,8,2
5.8,0.22,0.29,0.26236426446749106,-3.3242363405260273,25,68,3.24,-1.0498221244986778,12.6,6,2
6.3,0.3,0.48,2.0014800002101243,-2.9374633654300153,34,149,3.18,-0.6348782724359695,9.8,5,4
7.9,0.36,0.53,2.5572273113676265,-3.0159349808715104,63,139,2.94,-0.7985076962177716,9.1,5,4
8.1,0.27,0.33,0.26236426446749106,-3.101092789211817,26,100,2.98,-0.8209805520698302,12.4,6,1
8,0.24,0.33,0.1823215567939546,-3.123565645063876,28,101,3.03,-0.843970070294529,12.5,6,1
6.7,0.41,0.27,0.9555114450274363,-3.4112477175156566,25,85,3.05,-1.0788096613719298,11.7,6,2
6.7,0.24,0.31,0.8329091229351039,-3.123565645063876,37,113,3.29,-0.7765287894989963,12.9,6,2
6.2,0.3,0.32,0.26236426446749106,-2.9187712324178627,27,183,3.3,-0.843970070294529,10.1,5,3
6.9,0.26,0.38,2.3513752571634776,-3.123565645063876,33,139,3.06,-0.6931471805599453,10.3,6,4
6.7,0.41,0.27,0.9555114450274363,-3.4112477175156566,25,85,3.05,-1.0788096613719298,11.7,6,2
5.9,0.32,0.2,2.667228206581955,-2.995732273553991,29,144,3.24,-0.8915981192837836,10.3,6,3
6.1,0.25,0.3,0.1823215567939546,-3.3242363405260273,42,107,3.34,-0.579818495252942,10.8,7,3
5.6,0.23,0.29,1.1314021114911006,-3.7722610630529876,19,89,3.25,-0.6733445532637656,11.2,6,2
6.6,0.23,0.32,0.5306282510621704,-3.7297014486341915,26,102,3.29,-0.5108256237659907,11.8,6,2
6,0.17,0.21,1.791759469228055,-2.995732273553991,26,134,3.08,-0.616186139423817,9.8,6,3
7.1,0.38,0.42,2.468099531471619,-3.1941832122778293,32,193,3.04,-0.7133498878774648,10,6,4
6.6,0.31,0.37,1.824549292051046,-2.9565115604007097,13,164,3.24,-0.941608539858445,8.8,4,1
7,0.44,0.24,2.4932054526026954,-2.8824035882469876,68,210,3.05,-0.6931471805599453,9.5,5,4
7,0.44,0.24,2.4932054526026954,-2.8824035882469876,68,210,3.05,-0.6931471805599453,9.5,5,4
7,0.44,0.24,2.4932054526026954,-2.8824035882469876,68,210,3.05,-0.6931471805599453,9.5,5,4
6.1,0.38,0.14,1.3609765531356006,-2.8134107167600364,27,113,3.07,-1.0788096613719298,9.2,4,1
8,0.33,0.32,1.5260563034950492,-3.1941832122778293,31,180,2.92,-0.3011050927839216,12.2,6,1
7,0.44,0.24,2.4932054526026954,-2.8824035882469876,68,210,3.05,-0.6931471805599453,9.5,5,4
6,0.19,0.29,0.1823215567939546,-3.079113882493042,29,92,3.22,-0.6348782724359695,11.3,6,3
6.3,0.28,0.34,2.0918640616783932,-3.270169119255751,44,129,3.26,-1.2378743560016174,12.1,6,2
6.1,0.38,0.14,1.3609765531356006,-2.8134107167600364,27,113,3.07,-1.0788096613719298,9.2,4,1
5.3,0.43,0.11,0.09531017980432493,-3.540459448995663,6,51,3.51,-0.7339691750802004,11.2,4,3
5.4,0.22,0.35,1.8718021769015913,-3.540459448995663,26,87,3.29,-0.8209805520698302,12.5,7,2
6.2,0.345,0.27,2.3125354238472138,-2.8824035882469876,38,187,3.31,-0.579818495252942,10.6,5,4
5.6,0.255,0.57,2.3702437414678603,-2.8824035882469876,66,171,3.25,-0.4942963218147801,10.4,7,4
5.2,0.2,0.27,1.1631508098056809,-3.0576076772720784,16,93,3.44,-0.6348782724359695,10.1,7,3
6.2,0.29,0.23,2.517696472610991,-3.036554268074246,33,201,3.11,-0.579818495252942,9.9,6,4
6.3,0.26,0.25,1.6486586255873816,-3.079113882493042,11,133,2.97,-0.3856624808119846,11,6,1
6,0.22,0.23,1.6094379124341003,-3.101092789211817,10,122,2.94,-0.4620354595965587,10,6,1
7.5,0.35,0.37,0.9162907318741551,-2.7181005369557116,29,89,3.14,-0.8675005677047231,12.7,6,1
6.6,0.39,0.28,2.2192034840549946,-3.3242363405260273,10,92,3.07,-1.0498221244986778,12.1,6,2
6.3,0.23,0.33,1.9315214116032138,-2.9565115604007097,23,118,3.23,-0.7765287894989963,10.4,6,3
6.3,0.22,0.3,0.6931471805599453,-2.995732273553991,23,120,3.24,-0.7550225842780328,10.4,6,3
6.4,0.29,0.18,2.70805020110221,-3.2188758248682006,21,116,3.14,-0.6931471805599453,9.2,5,4
6.4,0.29,0.18,2.70805020110221,-3.2188758248682006,21,116,3.14,-0.6931471805599453,9.2,5,4
7.5,0.23,0.3,0.1823215567939546,-3.506557897319982,27,80,3.05,-0.3856624808119846,10.5,5,1
6.4,0.29,0.18,2.70805020110221,-3.2188758248682006,21,116,3.14,-0.6931471805599453,9.2,5,4
6.5,0.26,0.24,2.379546134130174,-3.170085660698769,47,130,3.08,-0.916290731874155,10.1,6,4
6.4,0.27,0.29,1.3609765531356006,-3.3813947543659757,62,140,3.1,-0.527632742082372,11.1,6,3
5.9,0.22,0.29,1.4350845252893227,-3.2968373663379125,69,144,3.13,-0.3011050927839216,10.8,7,3
6.8,0.26,0.26,0.6931471805599453,-3.9633162998156966,23.5,72,3.16,-0.7550225842780328,11.8,6,2
7.6,0.36,0.48,2.6026896854443837,-3.270169119255751,44,116,3.04,-0.7339691750802004,9.2,5,4
7.6,0.35,0.47,2.5877640352277083,-3.2968373663379125,42,116,3.04,-0.6931471805599453,9.2,5,4
5.7,0.18,0.26,0.7884573603642703,-3.7722610630529876,21,95,3.07,-0.616186139423817,12.3,6,2
5.9,0.14,0.2,0.47000362924573563,-3.2188758248682006,26,114,3.25,-0.7985076962177716,11.4,6,3
5.5,0.23,0.19,0.7884573603642703,-3.123565645063876,39,161,3.19,-0.843970070294529,10.4,6,3
6.7,0.11,0.26,2.6946271807700692,-2.9374633654300153,44,95,3.2,-1.0498221244986778,9.8,6,4
7,0.24,0.24,0.5877866649021191,-3.0576076772720784,29,91,3.3,-0.843970070294529,9.9,6,3
6.7,0.11,0.26,2.6946271807700692,-2.9374633654300153,44,95,3.2,-1.0498221244986778,9.8,6,4
5.3,0.47,0.1,0.26236426446749106,-3.3242363405260273,11,74,3.48,-0.616186139423817,11.2,4,3
7.5,0.29,0.24,2.2925347571405443,-2.8473122684357177,25,115,3.15,-0.7765287894989963,10.9,5,1
6,0.33,0.26,1.62924053973028,-2.9759296462578115,16,119,3.15,-0.8915981192837836,9.2,5,1
6,0.33,0.26,1.62924053973028,-2.9759296462578115,16,119,3.15,-0.8915981192837836,9.2,5,1
5.8,0.32,0.23,0.4054651081081644,-3.4112477175156566,39,121,2.96,-1.0498221244986778,12,5,2
5.8,0.3,0.23,0.4054651081081644,-3.3813947543659757,37,121,2.96,-1.0788096613719298,12.1,6,2
3.8,0.31,0.02,2.4069451083182885,-3.3242363405260273,20,114,3.75,-0.8209805520698302,12.4,6,3
6.2,0.36,0.22,1.6582280766035324,-3.270169119255751,44,145,3.22,-0.916290731874155,11.2,6,2
6,0.31,0.27,0.8329091229351039,-3.170085660698769,19,120,3.32,-0.8915981192837836,12.7,7,2
6.9,0.52,0.54,2.066862759472976,-3.3242363405260273,23,169,3.26,-0.7550225842780328,12.2,6,2
7,0.55,0.05,2.0794415416798357,-3.3242363405260273,19,164,3.26,-0.7765287894989963,12.2,6,2
5.8,0.2,0.16,0.3364722366212129,-3.170085660698769,44,99,3.23,-0.9942522733438669,12.2,6,3
6.2,0.36,0.22,1.6582280766035324,-3.270169119255751,44,145,3.22,-0.916290731874155,11.2,6,2
6,0.31,0.27,0.8329091229351039,-3.170085660698769,19,120,3.32,-0.8915981192837836,12.7,7,2
6,0.29,0.27,0.8329091229351039,-3.123565645063876,20,117,3.31,-0.8915981192837836,12.7,7,2
5.7,0.22,0.29,1.252762968495368,-3.2188758248682006,27,146,3.17,-1.0216512475319814,12.1,6,2
7.1,0.46,0.23,2.617395832834079,-3.101092789211817,44,192,3.11,-0.6348782724359695,9.4,5,4
6.6,0.21,0.3,2.2925347571405443,-3.1941832122778293,64,174,3.07,-0.6931471805599453,10.1,6,4
6.9,0.42,0.2,2.7343675094195836,-3.146555163288575,57,201,3.08,-0.616186139423817,9.4,5,4
5.7,0.22,0.2,2.772588722239781,-3.123565645063876,41,113,3.22,-0.7765287894989963,8.9,6,4
5.7,0.22,0.2,2.772588722239781,-3.123565645063876,41,113,3.22,-0.7765287894989963,8.9,6,4
5.7,0.22,0.2,2.772588722239781,-3.123565645063876,41,113,3.22,-0.7765287894989963,8.9,6,4
5.7,0.22,0.2,2.772588722239781,-3.123565645063876,41,113,3.22,-0.7765287894989963,8.9,6,4
5.2,0.31,0.2,0.8754687373538999,-3.611918412977808,27,117,3.56,-0.7985076962177716,13,7,2
7.2,0.22,0.35,1.7047480922384253,-2.9187712324178627,37,183,3.08,-0.6931471805599453,10.3,5,4
5.6,0.18,0.29,0.8329091229351039,-3.2188758248682006,5,47,3.07,-0.7985076962177716,10.1,4,1
6.2,0.24,0.27,2.8213788864092133,-3.2188758248682006,48,129,3.23,-0.9675840262617056,10.5,6,4
5.7,0.22,0.2,2.772588722239781,-3.123565645063876,41,113,3.22,-0.7765287894989963,8.9,6,4
5.7,0.26,0.24,2.8791984572980396,-2.8302178350764176,23,124,3.3,-0.6931471805599453,10.1,5,3
5.7,0.26,0.24,2.8791984572980396,-2.8302178350764176,23,124,3.3,-0.6931471805599453,10.1,5,3
6,0.2,0.26,1.916922612182061,-3.0159349808715104,22,93,3.15,-0.8675005677047231,11,6,3
6,0.2,0.26,1.916922612182061,-3.0159349808715104,22,93,3.15,-0.8675005677047231,11,6,3
6,0.2,0.26,1.916922612182061,-3.0159349808715104,22,93,3.15,-0.8675005677047231,11,6,3
6,0.2,0.26,1.916922612182061,-3.0159349808715104,22,93,3.15,-0.8675005677047231,11,6,3
7.6,0.28,0.17,0.47000362924573563,-3.079113882493042,28,117,3.08,-0.843970070294529,10,5,1
7,0.2,0.33,1.547562508716013,-3.506557897319982,25,76,2.88,-0.616186139423817,10.5,6,1
6.6,0.26,0.27,2.468099531471619,-3.036554268074246,28,112,2.87,-0.7133498878774648,9.7,6,1
5.7,0.26,0.24,2.8791984572980396,-2.8302178350764176,23,124,3.3,-0.6931471805599453,10.1,5,3
7.2,0.21,0.36,2.7536607123542622,-3.101092789211817,68,183,3.25,-0.2744368457017603,9.4,5,4
6.9,0.22,0.32,1.7578579175523736,-3.1941832122778293,20,119,3.17,-0.5978370007556204,11.2,6,3
7.2,0.21,0.36,2.7536607123542622,-3.101092789211817,68,183,3.25,-0.2744368457017603,9.4,5,4
7.4,0.22,0.28,2.1972245773362196,-3.079113882493042,22,121,3.1,-0.5978370007556204,10.8,5,1
7.2,0.21,0.36,2.7536607123542622,-3.101092789211817,68,183,3.25,-0.2744368457017603,9.4,5,4
6.9,0.22,0.32,1.7578579175523736,-3.1941832122778293,20,119,3.17,-0.5978370007556204,11.2,6,3
7,0.2,0.35,2.174751721484161,-3.2968373663379125,31,103,3.13,-0.7133498878774648,11,6,1
5.6,0.26,0,2.3223877202902252,-3.270169119255751,13,111,3.44,-0.7765287894989963,12.4,6,3
7.2,0.34,0.23,2.186051276738094,-2.2537949288246137,22,155,3.01,-0.5447271754416722,9.5,5,4
7.1,0.39,0.39,2.4069451083182885,-3.3813947543659757,25,204,3.05,-0.6539264674066639,10,6,4
6.9,0.26,0.29,1.4350845252893227,-3.146555163288575,33,114,3.16,-1.171182981502945,12.5,6,2
6.1,0.24,0.25,0.47000362924573563,-3.123565645063876,24,115,3.39,-0.527632742082372,10.9,6,3
5.9,0.25,0.24,2.0014800002101243,-3.123565645063876,21,113,3.38,-0.5447271754416722,10.5,6,3
6.1,0.24,0.27,2.4423470353692043,-2.995732273553991,51,133,3.22,-0.9942522733438669,10.8,6,4
6.5,0.22,0.27,0.47000362924573563,-3.2441936328524905,36,116,3.38,-0.5621189181535413,11,7,3
6.2,0.26,0.29,0.6931471805599453,-3.3242363405260273,16,87,3.33,-0.4942963218147801,11.8,6,3
6.6,0.34,0.25,1.5686159179138452,-3.270169119255751,16,121,3.36,-0.342490308946776,12.6,6,3
5.6,0.225,0.24,2.2823823856765264,-2.9187712324178627,59,140,3.17,-0.941608539858445,10.2,6,4
7.1,0.23,0.28,0.6418538861723947,-3.079113882493042,33,103,3.12,-1.171182981502945,12,5,1
6.9,0.26,0.29,1.4350845252893227,-3.146555163288575,33,114,3.16,-1.171182981502945,12.5,6,2
6.4,0.27,0.3,0.47000362924573563,-3.2188758248682006,19,86,3.32,-0.4307829160924542,11.5,6,3
6.3,0.41,0.22,1.9878743481543455,-3.3524072174927233,23,117,3.2,-0.941608539858445,11.94,7,2
6.7,0.41,0.24,1.6863989535702288,-3.3524072174927233,33,115,3.12,-0.8209805520698302,12.8933333333333,7,2
7.2,0.585,0.2,2.341805806147327,-2.4534079827286295,17,94,3.13,-0.916290731874155,9.4,5,1
6.7,0.34,0.26,0.6418538861723947,-3.270169119255751,58,138,3,-0.7550225842780328,12.2,7,2
6.3,0.41,0.22,1.9878743481543455,-3.3524072174927233,23,117,3.2,-0.941608539858445,11.94,7,2
6.7,0.41,0.24,1.6863989535702288,-3.3524072174927233,33,115,3.12,-0.8209805520698302,12.8933333333333,7,2
6.4,0.26,0.35,2.0412203288596382,-2.8824035882469876,45,191,3.16,-0.6931471805599453,9.5,5,4
6.3,0.28,0.22,2.4423470353692043,-3.3242363405260273,27,150,3,-1.1086626245216111,10.6,6,2
7.4,0.16,0.33,0.1823215567939546,-3.170085660698769,47,121,3.04,-0.3856624808119846,10.5,7,3
8.4,0.27,0.3,0.7884573603642703,-3.2968373663379125,36,129,2.89,-1.2039728043259361,11.4666666666667,6,1
5.9,0.2,0.28,0,-3.146555163288575,45,100,3.4,-0.8915981192837836,11.4,6,3
6.4,0.24,0.26,2.1041341542702074,-2.9187712324178627,47,182,3.12,-0.6931471805599453,9.5,5,4
7.4,0.38,0.34,2.1162555148025524,-2.9565115604007097,44,168,3.11,-0.6539264674066639,9.2,5,4
6.4,0.24,0.26,2.1041341542702074,-2.9187712324178627,47,182,3.12,-0.6931471805599453,9.5,5,4
6.4,0.42,0.19,2.2300144001592104,-3.146555163288575,28,145,3.23,-0.6348782724359695,10.98,5,3
6.4,0.23,0.26,2.0918640616783932,-2.9187712324178627,47,181,3.12,-0.7133498878774648,9.4,5,4
6.4,0.24,0.26,2.1041341542702074,-2.9187712324178627,47,182,3.12,-0.6931471805599453,9.5,5,4
7.4,0.38,0.34,2.1162555148025524,-2.9565115604007097,44,168,3.11,-0.6539264674066639,9.2,5,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
6.8,0.24,0.29,0.6931471805599453,-3.123565645063876,15,96,3.23,-0.4462871026284195,10.4,8,3
7.3,0.19,0.27,2.631888840136646,-2.864704011147587,45,155,2.94,-0.8915981192837836,8.8,8,4
7.4,0.27,0.52,2.7536607123542622,-2.9187712324178627,36,139,3.04,-0.4780358009429998,10.0333333333333,6,4
5.7,0.28,0.35,0.1823215567939546,-2.9565115604007097,39,141,3.44,-0.37106368139083207,11.3,6,3
5.8,0.22,0.25,0.4054651081081644,-3.7297014486341915,21,109,3.37,-0.5447271754416722,10.4,6,3
7.1,0.2,0.35,1.1631508098056809,-3.3813947543659757,21,107,3.11,-0.616186139423817,11.1,6,1
7.1,0.23,0.3,0.9555114450274363,-3.3813947543659757,62,148,3.03,-0.579818495252942,11.3,7,2
7.6,0.31,0.52,2.580216829592325,-3.170085660698769,61,148,2.98,-0.7550225842780328,9.1,6,4
7.2,0.34,0.28,2.341805806147327,-2.2256240518579173,43,187,2.96,-0.5621189181535413,9.4,5,4
7,0.36,0.25,1.7404661748405046,-4.199705077879927,14,73,2.82,-0.527632742082372,13.2,6,2
6.4,0.31,0.28,0.9162907318741551,-3.2441936328524905,34,137,3.22,-0.9675840262617056,12.7,6,2
7.3,0.28,0.35,0.47000362924573563,-2.9187712324178627,31,148,3.18,-0.7550225842780328,10.7,5,1
7.4,0.16,0.3,0.3364722366212129,-2.7488721956224653,34,166,3.11,-0.8675005677047231,11.4333333333333,6,1
6.4,0.31,0.27,2.0014800002101243,-3.0159349808715104,48,169,3.27,-0.7985076962177716,11.1,6,4
6.4,0.31,0.28,0.9162907318741551,-3.2441936328524905,34,137,3.22,-0.9675840262617056,12.7,6,2
6.2,0.29,0.29,1.7227665977411035,-3.079113882493042,35,178,3.25,-0.6733445532637656,10.5333333333333,5,4
5.9,0.28,0.34,1.2809338454620642,-3.2188758248682006,50,194,3.31,-0.6539264674066639,11.6,6,3
6.5,0.23,0.2,2.0149030205422647,-2.995732273553991,44,179,3.18,-0.7339691750802004,9.53333333333333,5,4
7.2,0.34,0.2,1.7578579175523736,-2.7806208939370456,52,203,3.17,-0.8209805520698302,9.8,6,4
7.3,0.28,0.35,0.47000362924573563,-2.9187712324178627,31,148,3.18,-0.7550225842780328,10.7,5,1
6.5,0.2,0.33,0.4054651081081644,-3.2441936328524905,36,110,3.22,-0.4307829160924542,12,6,3
6.2,0.24,0.27,1.0647107369924282,-3.2441936328524905,30,123,3.12,-0.9942522733438669,12.8,6,2
7.1,0.31,0.25,2.4159137783010487,-3.036554268074246,32,136,3.14,-0.916290731874155,9.5,5,4
6.4,0.29,0.21,2.2669579153508947,-3.1941832122778293,36,119,2.99,-1.0788096613719298,10.9333333333333,6,2
6.3,0.19,0.33,2.3125354238472138,-2.7646205525906042,63,133,2.86,-0.8915981192837836,9.1,5,4
5.9,0.29,0.28,1.1631508098056809,-3.3524072174927233,16,117,3.26,-0.8675005677047231,12.6,6,2
7.1,0.31,0.25,2.4159137783010487,-3.036554268074246,32,136,3.14,-0.916290731874155,9.5,5,4
6.5,0.3,0.28,2.4379897300002487,-3.1941832122778293,29,109,2.98,-1.2039728043259361,10.9,6,1
6.4,0.29,0.21,2.2669579153508947,-3.1941832122778293,36,119,2.99,-1.0788096613719298,10.9333333333333,6,2
6.5,0.22,0.19,1.5040773967762742,-2.3434070875143007,16,115,3.02,-0.8209805520698302,9.6,5,1
7,0.23,0.28,0.9932517730102834,-2.9374633654300153,16,92,3.18,-0.579818495252942,9.3,5,1
7.1,0.23,0.23,1.252762968495368,-3.270169119255751,23,112,3.05,-0.9942522733438669,11.3666666666667,6,1
6.1,0.26,0.28,0.5306282510621704,-3.146555163288575,24,98,3.14,-0.8209805520698302,12.5,6,2
6.4,0.35,0.21,0.7419373447293773,-2.9759296462578115,46,171,3.16,-0.6931471805599453,9.5,5,4
6,0.32,0.32,1.5686159179138452,-3.1941832122778293,40,186,3.22,-0.616186139423817,11,6,3
6.1,0.34,0.21,1.6094379124341003,-3.170085660698769,17,133,3.02,-0.6348782724359695,9.4,5,1
6.5,0.13,0.27,0.9555114450274363,-3.3524072174927233,32,76,3.21,-0.2744368457017603,11.3333333333333,6,3
6.5,0.315,0.2,1.8870696490323797,-3.1941832122778293,9,126,2.94,-0.6733445532637656,8.8,5,1
6.1,0.34,0.21,1.6094379124341003,-3.170085660698769,17,133,3.02,-0.6348782724359695,9.4,5,1
5.7,0.31,0.29,1.9878743481543455,-2.995732273553991,33,143,3.31,-0.6931471805599453,11.0666666666667,6,3
6.4,0.3,0.27,1.6094379124341003,-2.8473122684357177,27,151,3.22,-0.7133498878774648,12.2,6,3
7,0.24,0.26,0.5306282510621704,-3.1941832122778293,31,110,3.2,-0.6348782724359695,11,6,3
6.5,0.13,0.27,0.9555114450274363,-3.3524072174927233,32,76,3.21,-0.2744368457017603,11.3333333333333,6,3
6.4,0.26,0.21,2.1041341542702074,-2.995732273553991,51,182,3.23,-0.7339691750802004,9.5,5,4
6.4,0.26,0.21,2.1041341542702074,-2.995732273553991,51,182,3.23,-0.7339691750802004,9.5,5,4
6,0.27,0.31,1.6094379124341003,-3.146555163288575,54,170,3.28,-0.6539264674066639,11,6,3
7.1,0.21,0.33,0.1823215567939546,-3.2441936328524905,34,97,3.11,-0.2876820724517809,11.2,6,3
6.7,0.26,0.29,1.9600947840472698,-3.3242363405260273,28,100,3.08,-1.0216512475319814,9.3,6,1
6.3,0.28,0.22,2.2512917986064953,-3.2188758248682006,30,111,3.05,-1.171182981502945,10.8,4,1
6.2,0.25,0.44,2.760009940032921,-2.864704011147587,39,167,3.14,-0.6733445532637656,9.2,5,4
7.3,0.22,0.37,2.740840023925201,-3.036554268074246,70,203,3.25,-0.2613647641344075,9.4,5,4
6.2,0.25,0.44,2.760009940032921,-2.864704011147587,39,167,3.14,-0.6733445532637656,9.2,5,4
6.4,0.18,0.28,2.8361502037295256,-3.0576076772720784,53,139,3.25,-1.0498221244986778,10.5,6,4
6.3,0.2,0.26,2.5416019934645457,-3.079113882493042,60,143,3.26,-1.0498221244986778,10.8,6,4
6.6,0.24,0.22,2.509599262378372,-2.9759296462578115,35,146,3.1,-0.40047756659712525,9.4,5,4
7.4,0.27,0.26,2.468099531471619,-2.9374633654300153,55,173,3.11,-0.5108256237659907,9.8,5,4
7.4,0.27,0.26,2.468099531471619,-2.9374633654300153,55,173,3.11,-0.5108256237659907,9.8,5,4
7.4,0.27,0.26,2.468099531471619,-2.9374633654300153,55,173,3.11,-0.5108256237659907,9.8,5,4
6.6,0.24,0.22,2.509599262378372,-2.9759296462578115,35,146,3.1,-0.40047756659712525,9.4,5,4
7.4,0.27,0.26,2.468099531471619,-2.9374633654300153,55,173,3.11,-0.5108256237659907,9.8,5,4
6.8,0.43,0.26,1.6486586255873816,-3.146555163288575,40,176,3.17,-0.8915981192837836,12.3,6,2
5.2,0.22,0.46,1.824549292051046,-2.7181005369557116,41,187,3.19,-0.8675005677047231,9.73333333333333,5,4
5.9,0.29,0.16,2.066862759472976,-3.123565645063876,48,197,3.21,-1.0216512475319814,9.4,5,4
5.9,0.29,0.16,2.066862759472976,-3.123565645063876,48,197,3.21,-1.0216512475319814,9.4,5,4
6.3,0.29,0.29,1.1939224684724346,-3.2968373663379125,32,140,3.17,-1.0216512475319814,12.8,7,2
6.3,0.19,0.32,1.0296194171811581,-3.079113882493042,18,80,2.92,-0.7550225842780328,11.05,6,1
5.7,0.29,0.16,2.066862759472976,-3.123565645063876,48,197,3.21,-1.0216512475319814,9.4,5,4
6.3,0.29,0.29,1.1939224684724346,-3.2968373663379125,32,140,3.17,-1.0216512475319814,12.8,7,2
5.7,0.24,0.47,1.840549633397487,-2.6736487743848776,35,182,3.11,-0.7765287894989963,9.73333333333333,5,4
5.8,0.3,0.38,1.589235205116581,-3.2441936328524905,22,86,3.23,-0.5447271754416722,13.1,7,2
7.1,0.27,0.27,2.341805806147327,-3.1941832122778293,26,114,3.04,-0.6539264674066639,11.5,7,2
5.8,0.3,0.38,1.589235205116581,-3.2441936328524905,22,86,3.23,-0.5447271754416722,13.1,7,2
7.1,0.27,0.27,2.341805806147327,-3.1941832122778293,26,114,3.04,-0.6539264674066639,11.5,7,2
6.3,0.305,0.22,2.772588722239781,-2.796881414808826,26,141,3.08,-0.6931471805599453,9.1,5,4
5.7,0.24,0.47,1.840549633397487,-2.6736487743848776,35,182,3.11,-0.7765287894989963,9.75,5,4
6.2,0.22,0.28,0.7884573603642703,-3.2188758248682006,24,125,3.19,-0.7339691750802004,10.5,6,3
6.6,0.22,0.23,2.8507065015037334,-3.0576076772720784,37,118,3.08,-0.7765287894989963,8.8,6,4
6.6,0.22,0.23,2.8507065015037334,-3.0576076772720784,37,118,3.08,-0.7765287894989963,8.8,6,4
6.6,0.22,0.23,2.8507065015037334,-3.0576076772720784,37,118,3.08,-0.7765287894989963,8.8,6,4
6.6,0.22,0.23,2.8507065015037334,-3.0576076772720784,37,118,3.08,-0.7765287894989963,8.8,6,4
6.2,0.22,0.28,0.7884573603642703,-3.2188758248682006,24,125,3.19,-0.7339691750802004,10.5,6,3
6.2,0.22,0.28,0.7884573603642703,-3.2188758248682006,24,125,3.19,-0.7339691750802004,10.5,6,3
6.6,0.22,0.23,2.8507065015037334,-3.0576076772720784,37,118,3.08,-0.7765287894989963,8.8,6,4
6.1,0.22,0.5,1.8870696490323797,-3.101092789211817,30,122,3.22,-0.7133498878774648,9.9,6,3
6.2,0.21,0.52,1.8718021769015913,-3.0576076772720784,28,123,3.22,-0.7133498878774648,9.9,6,3
6.3,0.32,0.26,2.509599262378372,-3.123565645063876,24,205,3.11,-0.5447271754416722,9.9,5,4
6.9,0.44,0.27,1.6094379124341003,-3.270169119255751,33,166,3.2,-0.8675005677047231,12.2,6,2
6.1,0.31,0.34,1.0296194171811581,-3.170085660698769,59.5,162,3.27,-0.7550225842780328,10.8,6,3
8.1,0.36,0.59,2.6100697927420065,-2.9759296462578115,60,134,2.96,-0.941608539858445,8.7,5,4
6.6,0.38,0.28,1.0296194171811581,-3.146555163288575,17,67,3.21,-0.7550225842780328,13.2,6,2
6.7,0.24,0.26,1.6863989535702288,-3.506557897319982,15,94,3.15,-0.9675840262617056,12.7,6,2
